,a1,a2,a3,a4,alpha1,alpha2,b1,b2,b3,b4,eta1,eta3,j,last,theta1,theta3,time,w1true,w2true,w3true,w4true,x1,x1nom,x1obs,x2,x2nom,x2obs,x3,x3nom,x3obs,x4,x4nom,x4obs,xi1,xi3,y1,y1nom,y1obs,y2,y2nom,y2obs,y3,y3nom,y3obs
0,0.10000000149011601,0.10000000149011601,0.10000000149011601,0.10000000149011601,5,0.10000000149011601,0.20000000298023202,0.20000000298023202,0.20000000298023202,0.20000000298023202,-0.500047504901886,0.713949382305145,0.0,0,-0.142130002379417,0.021248349919915,0.0,0,0,0.0,0,1.0,1.0,1.0,0.009999999776482001,0.01,0.01,0.009999999776482001,0.01,0.01,0.009999999776482001,0.01,0.01,0.471160411834716,-0.018981639295816,1.02999997138977,1.03,1.02999997138977,0.029999999329447004,0.03,0.029999999329447004,0.009999999776482001,0.01,0.009999999776482001
1,0.10000000149011601,0.10000000149011601,0.10000000149011601,0.10000000149011601,5,0.10000000149011601,0.20000000298023202,0.20000000298023202,0.20000000298023202,0.20000000298023202,-0.5405644178390501,0.7088212966918941,0.498341709375381,0,-0.19853280484676303,-0.025127589702606003,0.20408159494400002,0,0,0.20131710837464,0,1.052618980407714,0.980206980016146,0.9802098259084551,0.051904778927564,0.04979803802971,0.04979806736885,0.037011351436376,0.011014188409828,0.031556267978797,0.011280450038611,0.010217161483399,0.010496470664209001,0.36084109544754,0.12567579746246302,1.178547024726867,1.052033394865513,1.0931199789047241,0.12592749297618802,0.071826414849366,0.11291059851646401,0.037011351436376,0.011014188409828,0.031556271016597005
2,0.10000000149011601,0.10000000149011601,0.10000000149011601,0.10000000149011601,5,0.10000000149011601,0.20000000298023202,0.20000000298023202,0.20000000298023202,0.20000000298023202,-0.581081390380859,0.7036913037300111,1.023926019668579,0,-0.198533296585083,-0.025137299671769003,0.40816330909729004,0,0,0.387523805780278,0,1.080610036849975,0.9608237552245581,0.9608684057924181,0.094091087579727,0.08800074366011501,0.08800147891232,0.09389200806617701,0.013583319582779,0.09360678179477801,0.014810529537498,0.010502766164487,0.012688125090930001,0.242253094911575,0.26928618550300604,1.36248505115509,1.075991138050232,1.236083030700683,0.281875103712081,0.11516738282567301,0.27521499991416903,0.09389200806617701,0.013583319582779,0.09360677748918501
3,0.10000000149011601,0.10000000149011601,0.10000000149011601,0.10000000149011601,5,0.10000000149011601,0.20000000298023202,0.20000000298023202,0.20000000298023202,0.20000000298023202,-0.5900418758392331,0.6673923730850221,1.565422058105468,0,-0.043906200677156004,-0.177864700555801,0.6122449040412901,0,0,0.54937448477155,0,1.0842310190200801,0.9418460357816981,0.9420664965385501,0.135578498244285,0.124656801190447,0.12466221844069,0.17853510379791201,0.017612525706812,0.19115585379906302,0.021655719727277003,0.010916313899480001,0.018081543195562003,0.12183640152215901,0.40548878908157304,1.5768799781799312,1.101727888385771,1.449040055274963,0.49264860153198203,0.159881852604073,0.506973922252655,0.17853510379791201,0.017612525706812,0.19115589559078203
4,0.10000000149011601,0.10000000149011601,0.10000000149011601,0.10000000149011601,5,0.10000000149011601,0.20000000298023202,0.20000000298023202,0.20000000298023202,0.20000000298023202,-0.5456218719482421,0.636760294437408,2.116440057754516,0,0.21765780448913502,-0.150097206234931,0.8163264989852901,0,0,0.6846171643127801,0,1.06595504283905,0.9232719246970781,0.9239487822046231,0.175505205988883,0.15981379066173101,0.159836018790772,0.28907251358032204,0.023010796042758002,0.31817455306817005,0.032785501331090004,0.011512346223135001,0.027925160914451002,0.010484940372407001,0.5354397892951961,1.8196049928665161,1.129107307444327,1.7201340198516841,0.753650188446044,0.20583538274724902,0.7961850762367241,0.28907251358032204,0.023010796042758002,0.318174600601196
5,0.10000000149011601,0.10000000149011601,0.10000000149011601,0.10000000149011601,5,0.10000000149011601,0.20000000298023202,0.20000000298023202,0.20000000298023202,0.20000000298023202,-0.024488279595971003,0.585951387882232,2.859730958938598,0,2.553555011749267,-0.24896340072155,1.020408034324646,0,0,0.7954988299827701,0,1.047695040702819,0.9051016572085451,0.9067019815069681,0.21390290558338101,0.19351830443615803,0.193584224432775,0.42285159230232205,0.029690848354616002,0.46881189739372003,0.049043860286474006,0.012340721403300002,0.043199139841499,0.005487331189215,0.6550217866897581,2.107300996780395,1.158001658353937,2.037909984588623,1.059605956077575,0.252900001145391,1.131207942962646,0.42285159230232205,0.029690848354616002,0.468811899423599
6,0.10000000149011601,0.10000000149011601,0.10000000149011601,0.10000000149011601,5,0.10000000149011601,0.20000000298023202,0.20000000298023202,0.20000000298023202,0.20000000298023202,0.476696610450744,0.518909692764282,3.80656099319458,0,2.455806016921997,-0.32850420475006104,1.224490046501159,0,0,0.885975080852296,0,1.050140976905822,0.8873374097511121,0.8905436241941741,0.25163039565086304,0.22581603289072802,0.225975144364834,0.5766441226005551,0.037569040566282005,0.6380030544334631,0.071128740906715,0.013446811932674002,0.06464227781833401,0.102772302925586,0.760921716690063,2.4550600051879883,1.188291523774406,2.39252495765686,1.404919028282165,0.30095411402329303,1.501981019973754,0.5766441226005551,0.037569040566282005,0.63800311088562
7,0.10000000149011601,0.10000000149011601,0.10000000149011601,0.10000000149011601,5,0.10000000149011601,0.20000000298023202,0.20000000298023202,0.20000000298023202,0.20000000298023202,0.580992698669433,0.444959491491317,4.91083288192749,0,0.5110509991645811,-0.36235618591308505,1.428570985794067,0,0,0.9600703624056881,0,1.077389955520629,0.869983066906125,0.875712485054963,0.289693385362625,0.256751863583953,0.25708495607868104,0.747044920921325,0.04656525221973801,0.821612126708641,0.09958796203136401,0.014871761189336,0.09279267161586,0.221342295408248,0.8517298102378841,2.861172914505005,1.219865434929555,2.776021957397461,1.783782958984375,0.34988236802342904,1.900308966636657,0.747044920921325,0.04656525221973801,0.8216121196746821
8,0.10000000149011601,0.10000000149011601,0.10000000149011601,0.10000000149011601,5,0.10000000149011601,0.20000000298023202,0.20000000298023202,0.20000000298023202,0.20000000298023202,-0.161801397800445,0.375596314668655,6.188560962677002,0,-3.639691114425659,-0.33987998962402305,1.632652997970581,0,0,1.021236313268517,0,1.098899960517883,0.8530439573055401,0.8624608777846451,0.327855587005615,0.286369993941868,0.286998242743606,0.9308946132659911,0.05660275184781201,1.016350087564864,0.134831994771957,0.016652772398404,0.128028069703801,0.188321605324745,0.9283820986747741,3.28854489326477,1.252619454943034,3.182158946990967,2.189645051956176,0.399575497637493,2.3196980953216553,0.9308946132659911,0.05660275184781201,1.016350030899047
9,0.10000000149011601,0.10000000149011601,0.10000000149011601,0.10000000149011601,5,0.10000000149011601,0.20000000298023202,0.20000000298023202,0.20000000298023202,0.20000000298023202,-0.15735299885272902,0.30490991473197904,7.368855953216553,0,0.021797070279717,-0.346363097429275,1.836735010147094,0,0,1.072228421156678,0,1.115249037742614,0.836526784176827,0.8510486257570421,0.365908414125442,0.31471394260248803,0.31580824291317,1.125035047531128,0.067608157839647,1.219624401690528,0.17713670432567502,0.018823208517937,0.170600346593849,0.15620869398117002,0.9906085729598991,3.731226921081543,1.2864570424586121,3.606106042861938,2.615978002548217,0.449930258281784,2.7550570964813232,1.125035047531128,0.067608157839647,1.219624042510986
10,0.10000000149011601,0.10000000149011601,0.10000000149011601,0.10000000149011601,5,0.10000000149011601,0.20000000298023202,0.20000000298023202,0.20000000298023202,0.20000000298023202,-0.154091998934745,0.25135579705238303,8.570362091064453,0,0.015978910028934,-0.262414991855621,2.040816068649292,0,0,1.115180673583672,0,1.1269639730453491,0.8204393781835451,0.841738405607783,0.40366879105567904,0.341826649497571,0.34361688078436203,1.327062010765075,0.079511311589488,1.429390559054708,0.22667649388313202,0.021412871287014003,0.22066311909361402,0.12476140260696401,1.041905999183654,4.184755802154541,1.321288650860094,4.044136047363281,3.057792901992798,0.500849272676548,3.202398061752319,1.327062010765075,0.079511311589488,1.429391026496887
