-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
0.000000000000000000e+00,3.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00
2.040816326530612290e-01,4.004136496604698614e+00,6.884119027352003428e+00,0.000000000000000000e+00
4.081632653061224580e-01,4.841827387934142024e+00,7.601133885229976350e+00,0.000000000000000000e+00
6.122448979591836871e-01,5.549356680484017090e+00,8.181933667958062983e+00,0.000000000000000000e+00
8.163265306122449161e-01,6.154083256931446755e+00,8.651834907611888781e+00,0.000000000000000000e+00
1.020408163265306145e+00,6.676018860906351549e+00,9.031558436162637094e+00,0.000000000000000000e+00
1.224489795918367374e+00,7.129206304646239722e+00,9.338026927266305677e+00,0.000000000000000000e+00
1.428571428571428603e+00,7.522933575573599541e+00,9.585017583788657092e+00,0.000000000000000000e+00
1.632653061224489832e+00,7.862809982213191162e+00,9.783698691293373884e+00,0.000000000000000000e+00
1.836734693877551061e+00,8.151721946413202247e+00,9.943073330595090908e+00,0.000000000000000000e+00
2.040816326530612290e+00,8.390678906463239883e+00,1.007034821418926818e+01,0.000000000000000000e+00
2.244897959183673741e+00,8.579555944687825786e+00,1.017124297412420830e+01,0.000000000000000000e+00
2.448979591836734748e+00,8.717735777267636266e+00,1.025025147459107444e+01,0.000000000000000000e+00
2.653061224489795755e+00,8.804650870359097325e+00,1.031086432261129104e+01,0.000000000000000000e+00
2.857142857142857206e+00,8.840225605997014569e+00,1.035575983009587731e+01,0.000000000000000000e+00
3.061224489795918657e+00,8.825218285482367975e+00,1.038696870776483649e+01,0.000000000000000000e+00
3.265306122448979664e+00,8.761463713573627743e+00,1.040601670374504906e+01,0.000000000000000000e+00
3.469387755102040671e+00,8.652018340419243003e+00,1.041404808490365852e+01,0.000000000000000000e+00
3.673469387755102122e+00,8.501211817751732625e+00,1.041193212757682218e+01,0.000000000000000000e+00
3.877551020408163573e+00,8.314610860057007002e+00,1.040035412112698232e+01,0.000000000000000000e+00
4.081632653061224580e+00,8.098903459338197663e+00,1.037989195735247705e+01,0.000000000000000000e+00
4.285714285714285587e+00,7.861713572163116837e+00,1.035107908583109548e+01,0.000000000000000000e+00
4.489795918367347483e+00,7.611358344018039901e+00,1.031445445233733338e+01,0.000000000000000000e+00
4.693877551020408490e+00,7.356561523299532723e+00,1.027059998922268669e+01,0.000000000000000000e+00
4.897959183673469497e+00,7.106137646321223578e+00,1.022016628979532982e+01,0.000000000000000000e+00
5.102040816326530503e+00,6.868662687117254251e+00,1.016388713186317361e+01,0.000000000000000000e+00
5.306122448979591510e+00,6.652146572339103336e+00,1.010258372895548717e+01,0.000000000000000000e+00
5.510204081632653406e+00,6.463722825044470710e+00,1.003715969193250679e+01,0.000000000000000000e+00
5.714285714285714413e+00,6.309369373290703464e+00,9.968587907137619553e+00,0.000000000000000000e+00
5.918367346938775420e+00,6.193673190837770015e+00,9.897890658716287149e+00,0.000000000000000000e+00
6.122448979591837315e+00,6.119649353018520976e+00,9.826114480199374057e+00,0.000000000000000000e+00
6.326530612244898322e+00,6.088622694969218152e+00,9.754301315969069464e+00,0.000000000000000000e+00
6.530612244897959329e+00,6.100177525569355552e+00,9.683457633009931342e+00,0.000000000000000000e+00
6.734693877551020336e+00,6.152177927224617093e+00,9.614523129952756264e+00,0.000000000000000000e+00
6.938775510204081343e+00,6.240858155383044448e+00,9.548340642986165250e+00,0.000000000000000000e+00
7.142857142857143238e+00,6.360979673577593196e+00,9.485628746643428144e+00,0.000000000000000000e+00
7.346938775510204245e+00,6.506048538276434812e+00,9.426958392724383629e+00,0.000000000000000000e+00
7.551020408163265252e+00,6.668584297535571359e+00,9.372734727685408274e+00,0.000000000000000000e+00
7.755102040816327147e+00,6.840429392171736289e+00,9.323184985467083408e+00,0.000000000000000000e+00
7.959183673469388154e+00,7.013086337439882634e+00,9.278353076521181464e+00,0.000000000000000000e+00
8.163265306122449161e+00,7.178068785367057281e+00,9.238101196719743058e+00,0.000000000000000000e+00
8.367346938775510168e+00,7.327251972503177058e+00,9.202118472241370029e+00,0.000000000000000000e+00
8.571428571428571175e+00,7.453208068884832116e+00,9.169936351446146716e+00,0.000000000000000000e+00
8.775510204081632182e+00,7.549512579084543873e+00,9.140950164903756558e+00,0.000000000000000000e+00
8.979591836734694965e+00,7.611008985542984107e+00,9.114446004165564830e+00,0.000000000000000000e+00
9.183673469387755972e+00,7.634020829233230998e+00,9.089631846688952521e+00,0.000000000000000000e+00
9.387755102040816979e+00,7.616502867322813231e+00,9.065671694453458329e+00,0.000000000000000000e+00
9.591836734693877986e+00,7.558123269999632576e+00,9.041721286588941808e+00,0.000000000000000000e+00
9.795918367346938993e+00,7.460276651632286260e+00,9.016963984353045802e+00,0.000000000000000000e+00
1.000000000000000000e+01,7.326023705803081043e+00,8.990645346682132555e+00,1.000000000000000000e+00
