time, 0.00          ,   2.040816E-01,   4.081633E-01,   6.122449E-01,   8.163265E-01,   1.020408E+00,   1.224490E+00,   1.428571E+00,   1.632653E+00,   1.836735E+00,   2.040816E+00,   2.244898E+00,   2.448980E+00,   2.653061E+00,   2.857143E+00,   3.061224E+00,   3.265306E+00,   3.469388E+00,   3.673469E+00,   3.877551E+00,   4.081633E+00,   4.285714E+00,   4.489796E+00,   4.693878E+00,   4.897959E+00,   5.102041E+00,   5.306122E+00,   5.510204E+00,   5.714286E+00,   5.918367E+00,   6.122449E+00,   6.326531E+00,   6.530612E+00,   6.734694E+00,   6.938776E+00,   7.142857E+00,   7.346939E+00,   7.551020E+00,   7.755102E+00,   7.959184E+00,   8.163265E+00,   8.367347E+00,   8.571429E+00,   8.775510E+00,   8.979592E+00,   9.183673E+00,   9.387755E+00,   9.591837E+00,   9.795918E+00,   1.000000E+01
k1,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00
k2,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01
k3,   3.235937E-01,   3.235937E-01,   3.235937E-01,   3.235937E-01,   3.235937E-01,   3.235937E-01,   3.235937E-01,   3.235937E-01,   3.235937E-01,   3.235937E-01,   3.235937E-01,   3.235937E-01,   3.235937E-01,   3.235937E-01,   3.235937E-01,   3.235937E-01,   3.235937E-01,   3.235937E-01,   3.235937E-01,   3.235937E-01,   3.235937E-01,   3.235937E-01,   3.235937E-01,   3.235937E-01,   3.235937E-01,   3.235937E-01,   3.235937E-01,   3.235937E-01,   3.235937E-01,   3.235937E-01,   3.235937E-01,   3.235937E-01,   3.235937E-01,   3.235937E-01,   3.235937E-01,   3.235937E-01,   3.235937E-01,   3.235937E-01,   3.235937E-01,   3.235937E-01,   3.235937E-01,   3.235937E-01,   3.235937E-01,   3.235937E-01,   3.235937E-01,   3.235937E-01,   3.235937E-01,   3.235937E-01,   3.235937E-01,   3.235937E-01
k4,   2.630268E+00,   2.630268E+00,   2.630268E+00,   2.630268E+00,   2.630268E+00,   2.630268E+00,   2.630268E+00,   2.630268E+00,   2.630268E+00,   2.630268E+00,   2.630268E+00,   2.630268E+00,   2.630268E+00,   2.630268E+00,   2.630268E+00,   2.630268E+00,   2.630268E+00,   2.630268E+00,   2.630268E+00,   2.630268E+00,   2.630268E+00,   2.630268E+00,   2.630268E+00,   2.630268E+00,   2.630268E+00,   2.630268E+00,   2.630268E+00,   2.630268E+00,   2.630268E+00,   2.630268E+00,   2.630268E+00,   2.630268E+00,   2.630268E+00,   2.630268E+00,   2.630268E+00,   2.630268E+00,   2.630268E+00,   2.630268E+00,   2.630268E+00,   2.630268E+00,   2.630268E+00,   2.630268E+00,   2.630268E+00,   2.630268E+00,   2.630268E+00,   2.630268E+00,   2.630268E+00,   2.630268E+00,   2.630268E+00,   2.630268E+00
s1,   6.165950E-01,   6.165950E-01,   6.165950E-01,   6.165950E-01,   6.165950E-01,   6.165950E-01,   6.165950E-01,   6.165950E-01,   6.165950E-01,   6.165950E-01,   6.165950E-01,   6.165950E-01,   6.165950E-01,   6.165950E-01,   6.165950E-01,   6.165950E-01,   6.165950E-01,   6.165950E-01,   6.165950E-01,   6.165950E-01,   6.165950E-01,   6.165950E-01,   6.165950E-01,   6.165950E-01,   6.165950E-01,   6.165950E-01,   6.165950E-01,   6.165950E-01,   6.165950E-01,   6.165950E-01,   6.165950E-01,   6.165950E-01,   6.165950E-01,   6.165950E-01,   6.165950E-01,   6.165950E-01,   6.165950E-01,   6.165950E-01,   6.165950E-01,   6.165950E-01,   6.165950E-01,   6.165950E-01,   6.165950E-01,   6.165950E-01,   6.165950E-01,   6.165950E-01,   6.165950E-01,   6.165950E-01,   6.165950E-01,   6.165950E-01
s2,   4.570882E-01,   4.570882E-01,   4.570882E-01,   4.570882E-01,   4.570882E-01,   4.570882E-01,   4.570882E-01,   4.570882E-01,   4.570882E-01,   4.570882E-01,   4.570882E-01,   4.570882E-01,   4.570882E-01,   4.570882E-01,   4.570882E-01,   4.570882E-01,   4.570882E-01,   4.570882E-01,   4.570882E-01,   4.570882E-01,   4.570882E-01,   4.570882E-01,   4.570882E-01,   4.570882E-01,   4.570882E-01,   4.570882E-01,   4.570882E-01,   4.570882E-01,   4.570882E-01,   4.570882E-01,   4.570882E-01,   4.570882E-01,   4.570882E-01,   4.570882E-01,   4.570882E-01,   4.570882E-01,   4.570882E-01,   4.570882E-01,   4.570882E-01,   4.570882E-01,   4.570882E-01,   4.570882E-01,   4.570882E-01,   4.570882E-01,   4.570882E-01,   4.570882E-01,   4.570882E-01,   4.570882E-01,   4.570882E-01,   4.570882E-01
n,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00,   2.041738E+00
alpha1,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01
alpha2,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01,   1.000000E-01
